metric;timestamp;ts_join;type;rt1_value;rt2_value;rt3_value;rt4_value;rt5_value;rt6_value;rt7_value;rt8_value;rt9_value;rt10_value;Total
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044499;50368149;count;3007033145;2639848932;2722373251;2597558622;2731071498;2643235354;2826541959;2712203354;2570624707;2534517796;26985008618
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044529;50368150;count;2762702430;2630175481;2732079957;2616995884;2750431351;2750675473;2855603318;2731634536;2854921568;2553689340;27238909338
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044559;50368151;count;2898371001;2707070931;2751360751;2626682436;2769797642;2672519540;2855548919;2741327153;2596869111;2563390087;27182937571
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044589;50368152;count;2791470960;2658934939;2770883243;2655883810;2779411470;2691967363;2922925870;2751031457;2606572522;2582635648;27211717282
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044619;50368153;count;2859415856;2706909942;2780126834;2655658745;2866528372;2701191124;2893839905;2770471449;2626057238;2592345119;27452544584
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044649;50368154;count;2830591268;2687673240;2799481543;2742855858;2808375883;2788177469;2922859233;2837977046;2645479183;2621552181;27685022904
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044679;50368155;count;2849828630;2764303984;2819052873;2694239544;2856707938;2739654208;2922825195;2808899915;2664951521;2640932989;27761396797
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044709;50368156;count;2868991037;2716331721;2838441294;2733010525;2847112465;2788014780;2942281596;2828359644;2674647454;2640621524;27877812040
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044739;50368157;count;2888194638;2735486372;2857486029;2723305944;2933905494;2778392544;3009766966;2837885042;2693479667;2659908722;28117811418
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044769;50368158;count;2907105432;2754780725;2867175878;2809954577;2885521932;2855327092;2980914742;2857281610;2703173731;2679174958;28300410677
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044799;50368159;count;2916655994;2764342102;2886453917;2790142658;2943701107;2806809809;3000162732;2886051154;2741917386;2698558254;28434795113
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044829;50368160;count;2935859227;2783208531;2905751611;2809422630;2982035667;2845674965;3009809053;2924705856;2751616299;2746322491;28694406330
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044859;50368161;count;2945618842;2822799335;2914942804;2790261899;3001290021;2826328277;3019138805;2905232603;2819116357;2756060097;28800789040
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044889;50368162;count;2955188137;2803388095;2924566538;2799965509;2943094817;2845717976;3038413588;2972565242;2828790681;2727167634;28838858217
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044919;50368163;count;2964783286;2812963062;2934223135;2809615122;2952721545;2855371201;3048075248;2924364109;2770611401;2736826267;28809554376
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044949;50368164;count;2974350405;2822534083;2934223135;2819274058;2962384200;2865030442;3057783955;2933995041;2780255582;2746456241;28896287142
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511044979;50368165;count;2993491888;2832127718;2953595755;2828940820;2972032584;4380536379;3067430872;2943653085;2789891054;2756118871;30517819026
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045009;50368166;count;3003088842;2851291479;2963229673;2838629365;2981705413;2651674328;3077050880;2953333761;2799607183;2765862726;28885473650
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045039;50368167;count;3012671014;2860825266;2972876213;2848239040;3001080642;2661326933;3096331430;2972636594;2809314783;2775476581;29010778496
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045069;50368168;count;3023678703;2870366574;2992187107;2857847483;3010732935;2622571884;3105990946;2982288601;2828611895;2785089114;29079365242
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045099;50368169;count;3042706872;2879939990;3001851103;2877064399;3020408416;2632178532;3115702439;2991961402;2838273534;3065696893;29465783580
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045129;50368170;count;3052094902;2889470467;3293220684;2886649338;3030010254;2641789727;3125297951;3011184202;2847907169;2814167799;29591792493
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045159;50368171;count;2876074578;2898988308;3021968524;2896260201;3049188885;2651373769;3144459741;3011184202;2857503879;2910720196;29317722283
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045189;50368172;count;2885592484;2918020067;3041182821;2905873456;3063190956;2668962972;3154058244;3030358978;2867085231;2833554554;29367879763
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045219;50368173;count;2895126068;2927527392;3147080707;2925066299;3072796479;2678565109;3173225131;3039949661;2886325493;2852742871;29598405210
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045249;50368174;count;2904667127;2937047034;3098318906;2934794751;3082654005;2689433387;3192379435;3059179428;2895898695;2862332653;29656705421
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045279;50368175;count;2914196716;2956825017;3107955849;2954004562;3101827870;2699052661;3201971016;3068801297;2905500514;2871926065;29782061567
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045309;50368176;count;2933206184;2966339240;3088690051;2963619030;3112845598;2718250010;3211940378;3078375040;2925113419;2891084766;29889463716
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045339;50368177;count;2942745086;2975845658;3098312727;2963619030;3170202154;2727842206;3231153115;3087975586;2934710454;2900727651;30033133667
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045369;50368178;count;2952261694;2994744845;3107948750;2982854634;3131752995;2737377611;3240761258;3107158098;2944318303;3037704308;30236882496
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045399;50368179;count;2961730866;3004185710;3127104099;2992391849;3151020313;2856355690;3250367615;3116906779;2953958798;3056785291;30470807010
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045429;50368180;count;2980634533;3013650040;3136685998;3001913084;3160581710;2768324334;3269507271;3126492317;2963539526;2931788499;30353117312
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045459;50368181;count;2990108477;3023099635;4059725648;3561093701;3170144248;2777872371;3279032136;3145560653;2973170969;2951140953;31930948791
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045489;50368182;count;2999613978;3032544095;4069398250;3570625761;3179705515;2787422499;3288566327;3155112015;2992357220;2960670908;32036016568
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045519;50368183;count;3009064487;3032544095;3095007245;3015957883;3189227606;3010362991;3298118276;3155112015;2992357220;3163789884;30961541702
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045549;50368184;count;3018491153;3051484910;3104547717;3025477615;3198848237;3019906831;3794480281;3174338942;3011420714;2980560232;31379556632
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045579;50368185;count;3028235915;3061042628;3258193548;3035008821;3208389340;2816313319;3351493498;3183867050;3011420714;2990107957;30944072790
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045609;50368186;count;3037706829;3070522632;3267723484;3294193999;3217938870;2854405105;3361020448;3193397923;3030888404;2999627946;31327425640
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045639;50368187;count;3056599049;3089351129;3143095093;3120462145;3237000612;2844961385;3342051751;3212457600;3040415058;3009106288;31095500110
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045669;50368188;count;3513653387;3098891033;3162166227;3129947058;3246540819;2854432452;3351584441;3212457600;3697943111;3018628079;32286244207
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045699;50368189;count;3063202997;3802971638;3171750869;3082334674;3256070499;2837659120;4739197061;3221983972;3021076541;3028130169;33224377540
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045729;50368190;count;3072598485;3070972996;3181273309;3091983707;3275091383;2847166914;3061455932;3241052526;3107551944;3037620509;30986767705
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045759;50368191;count;3091875232;3080358520;3200332434;3113711878;3284578389;2866029023;3080957193;3250520588;3049876780;3056568378;31074808415
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045791;50368193;count;3101272762;2666377939;3219270950;3132606158;3303606245;2884973317;3110214321;3242506580;3078302301;3085052934;30824183507
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045819;50368193;count;3110732334;2666377939;3219270950;3132606158;3303606245;2884973317;3110214321;3242506580;3078302301;3085052934;30833643079
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045849;50368194;count;3640172661;2675792123;3228755862;3142083840;3322738440;2894679011;3120377107;3251998388;3078302301;3094545972;31449445705
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045879;50368195;count;3659049507;2685098101;3469569242;3142083840;3332272329;2904150057;3187606038;3262416822;3089301220;3104021862;31835569018
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045909;50368196;count;3132391509;2694460879;3488513710;3161148851;3336157848;2923117476;3206529187;3319177312;2668072602;3122861826;31052431200
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045939;50368197;count;3141786676;2703840989;3267061701;3170581875;3355120757;2932406740;3158424424;3300136250;2755194078;3132287499;30916840989
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045969;50368198;count;3151174603;2713456430;3276537562;3180008153;3364597837;2941817684;3196257173;3300136250;2687141394;3141719217;30952846303
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511045999;50368199;count;3169959521;2732663011;3286012582;3189434447;3374070687;2951229852;3177372550;3309825178;2696660414;3141719217;31028947459
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046029;50368200;count;3179283107;2732663011;3459118227;3198948900;3392956420;2960730071;3191614359;3328725231;2706720247;3160630874;31311390447
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046059;50368201;count;3188613343;2751824397;3316208219;3217801191;3575452973;2979698435;3201015023;4495102215;2772817964;3170051157;32668584917
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046089;50368202;count;3197938751;2761160991;3382254877;3227218437;3413132886;2979625179;3211184470;2879294545;2725291110;4325865298;32102966544
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046119;50368203;count;3446366842;2980057285;3325487824;3236668512;3422553780;2989035807;3211184470;2888744335;2890446419;2726374253;31116919527
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046149;50368204;count;3216867163;2780960558;3334921663;2839644590;3431970145;2999782511;3460677619;2898153153;2745293445;2726450477;30434721324
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046179;50368205;count;3357342489;2799490515;3344348861;2849051611;3441396363;3018831434;3470086160;2907549957;2812113806;2726450477;30726661673
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046209;50368206;count;3254254404;2808813565;3432124225;2858709039;3460328688;3028075212;3258621315;2916990087;2773325631;2746886742;30538128908
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046239;50368207;count;3272879929;2827611087;3287674028;2896205615;3535763815;3046907389;3277565752;3165685083;2792445416;2813187975;30915926089
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046269;50368208;count;3291407500;2846253623;3306562745;2897282423;3488582681;3065746081;3296711609;3070829233;2801873821;2851446501;30916696217
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046299;50368209;count;3309950760;2864792913;3382082418;2915991606;3516800903;3084457349;3315472433;2983731459;2820705638;2870161996;31064147475
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046329;50368210;count;3319203413;2883331162;3391435047;2934755811;3526152906;3093739524;3334066810;2992984659;2839445114;2859954440;31175068886
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046359;50368211;count;3583702005;2901591044;3410060477;2953262896;3544884933;3112232871;3409074794;3077037853;2857962053;2878705479;31728514405
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046389;50368212;count;3366142131;2920128950;3437865543;2972025513;3211437375;3130953522;3371376139;3039456313;2876677846;2850225307;31176288639
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046419;50368213;count;3552709209;2938624347;3456586671;2990557081;2988991173;3149500390;3427597546;3058584092;2895147610;2869103011;31327401130
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046449;50368214;count;3403895573;2956790432;3475231290;3009224629;3026355106;3168213760;3408825442;3077255257;2913839951;2887716984;31327348424
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046479;50368215;count;3531306651;2975348780;3493563599;3027668408;3091165112;3186814043;3492827793;3095761928;2932289902;2887989216;31714735432
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046509;50368216;count;3554732672;2993823654;3512264292;3046278176;3110006260;3205528664;3455228044;3107488740;2950846544;2962485776;31898682822
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046539;50368217;count;3573271950;3076758247;3540248999;3074241862;3110022372;3233518012;3529827124;3125807455;2978884245;2962212388;32204792654
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046569;50368218;count;3480740502;3021249432;3558926485;3083135509;3128708304;3251785986;3492510378;3144625120;2987880284;2971528668;32121090668
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046599;50368219;count;3499119973;3040593887;3558579268;3092921480;3090871935;3251785986;3492510378;3154839715;2997577942;2952782700;32131583264
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046629;50368220;count;3452240681;3058949654;3530258476;3111532599;3118805090;3271350293;4372805316;3173381472;3017482729;3027124697;33133931007
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046659;50368221;count;3461445553;3077433095;3539532591;3129937461;3138496004;3289762728;4391393948;3191814678;3035955397;2990540750;33246312205
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046689;50368222;count;3479867060;3095825371;3558119366;3148509793;3157111944;3308374516;3501800889;3210421289;3054578056;3009139315;32523747599
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046719;50368223;count;3507478618;3114239967;3576684175;3167094909;3166417367;3326889077;3521474200;3228988492;3063819002;3027747217;32700833024
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046749;50368224;count;3517006548;3123170731;3595467048;3176427139;3475683197;3345604533;3540026621;3247555647;3082418741;3298867532;33402227737
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046779;50368225;count;3544634995;3141641660;3614099843;3203976629;3214292078;3363774080;3558253995;3265762014;3100615781;3139661721;33146712796
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046809;50368226;count;3563051939;3169200544;3632689351;3222295675;3297884186;3382341604;3586059170;3284264397;3119112383;3167401013;33424300262
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046839;50368227;count;3581178853;3178090955;3932143760;3240748663;3307697295;3400787431;3604337409;3312123621;3147004410;3092044724;33796157121
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046869;50368228;count;3608727335;3205578935;3950330361;3259020783;3363153651;3419006069;3632357004;3330481493;3165259011;3165660351;34099574993
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046899;50368229;count;3636152823;3233029959;3968883101;3286664754;3296941025;3446687449;3660092463;3358313351;3183752040;3137880276;34208397241
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046929;50368230;count;3654289295;3241970586;3996329893;3305106277;3398277409;3465042824;3678531591;3376803270;3211645530;3016742350;34344739025
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046959;50368231;count;3681738244;3269433833;4033389486;3323276174;3174215005;3483699693;3696956492;3395005862;3220463316;3025677304;34303855409
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511046989;50368232;count;3700011509;3296899026;4060927458;3350965478;3192346298;3511418667;3724604160;3413459435;3248187239;3053363217;34552182487
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047026;50368234;count;3718129734;3315997498;4098468043;3378434428;3239444491;3547959149;3762430283;3460196088;3275966687;3091116722;34888143123
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047049;50368234;count;3718129734;3315997498;4098468043;3378434428;3239444491;3547959149;3762430283;3460196088;3275966687;3091116722;34888143123
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047079;50368235;count;3739167725;3325612606;4098468043;3388086787;3239009828;3558301873;3772201335;3470477689;3285935283;3091116722;34968377891
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047109;50368236;count;3769790927;3356175084;4118930465;3408691244;3259567269;3568083993;3792757597;3479801804;3306822025;3110419438;35171039846
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047139;50368237;count;3790090014;3375723522;4139535902;3438228276;3289582466;3598347309;3823225828;3510658592;3326511347;3139926140;35431829396
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047169;50368238;count;3819792773;3404622888;4170082442;3457544631;3310169097;3617824053;3843807863;3530873941;3357287248;3159479137;35671484073
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047199;50368239;count;3839391466;3424105816;3911396054;3487079466;3339778589;3647444472;3873439483;3561736672;3377851947;3189077309;35651301274
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047229;50368240;count;3858523309;3443668663;2156260540;3506801587;3359417639;3667191310;3903042417;3581875189;3408722911;3208757467;34094261032
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047259;50368241;count;3868310168;3453471555;2246722595;3635150239;3379117764;3686891100;3912927240;3672769789;3418691118;3218622889;34492674457
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047292;50368243;count;3878138563;3601564910;2183376007;3538978256;3388975344;3854867502;3924762469;3611102711;3428583336;3228491319;34638840417
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047319;50368243;count;3887969387;3601564910;2183376007;3538978256;3388975344;3854867502;3924762469;3611102711;3428583336;3228491319;34648671241
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047349;50368244;count;3897779749;3487301888;2193263765;3548879491;3408755324;3874602577;3944620348;3822274262;3569589306;3251304870;34998371580
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047379;50368245;count;4115188840;3526846674;2294472308;3687599096;3418650592;3720533738;3954511379;3674057127;3552460991;3300648426;35244969171
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047409;50368246;count;3930338246;3506816119;2228719125;3697552005;3559104164;3740286294;4158618600;3683956272;3562348095;3271022685;35338761605
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047439;50368247;count;3930338246;3516604161;2238613500;3580955040;3440998846;3750160732;3977605172;3664173644;3472811377;3280849378;34853110096
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047469;50368248;count;3950979486;3575981893;2248492430;3826365606;3509997711;3789581165;4046757816;3664173644;3482716561;3349996267;35445042579
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047499;50368249;count;4039394903;3585739611;2258366875;3608590075;3460644951;3770004845;3997259528;3743430847;3492601538;3359833791;35315866964
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047529;50368250;count;3970736174;3546114901;2268242228;3687935112;3470532872;3779812569;4007063933;3753312830;3743245931;3310467354;35537463904
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047560;50368252;count;3980476730;3594782409;2298189421;3638416955;3500013147;3819098137;4056286270;3753375787;3629534563;3340015405;35610188824
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047589;50368252;count;4019470009;3594782409;2298189421;3638416955;3500013147;3819098137;4056286270;3753375787;3629534563;3340015405;35649182103
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047619;50368253;count;4029219605;3614279746;2308028450;3677884389;3619183570;3809193371;4125242062;3733498932;3550097971;3349862550;35816490646
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047649;50368254;count;4029436278;3594800445;2317849708;3687685135;3628992374;3818995936;4135047368;3743356707;3589229477;3409160667;35954554095
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047679;50368255;count;4039154870;3614303332;2337491658;3746763332;3541616701;3897615139;4115093961;3822502818;3569602060;3418975305;36103119176
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047709;50368256;count;4048895762;3624026117;2647068723;3756598523;3551433766;3907423402;4124911951;3832326157;3628488751;3389395128;36510568280
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047740;50368258;count;4078477732;3643397999;2363186929;3707260211;3580854472;3917005309;4173851811;3832152234;3609191193;3408838298;36314216188
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047769;50368258;count;4078369889;3643397999;2363186929;3707260211;3580854472;3917005309;4173851811;3832152234;3609191193;3408838298;36314108345
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047799;50368259;count;4146662131;3662741373;2382873817;3746423657;3600505043;3887530674;4134707870;3812280023;3619071046;3418600374;36411396008
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047829;50368260;count;4097562983;3682267799;2392650285;3756175135;3600505043;3887530674;4144459941;3881418987;3638595122;3428333062;36509499031
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047859;50368261;count;4107238307;3682267799;2601013729;3746277458;3620160230;3907121143;4183529196;3832087976;3638635214;3447890001;36766221053
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047889;50368262;count;4117038112;3691965980;2413305553;3824405969;3629922576;3916922092;4183529196;3861858630;3648412001;3457643914;36745004023
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047919;50368263;count;5020369171;3711649296;2481961666;3765693607;3639678246;3926707277;4183381427;3851786033;3658172872;3467423120;37706822715
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047949;50368264;count;4056450369;3711649296;2442507538;3775459857;3649442658;3936477128;4193162455;3861565242;3667939421;3467423120;36762077084
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511047979;50368265;count;4104860160;3721354434;2481402636;3785242640;3659226973;3946254515;4202933839;3871341083;3677709296;3435440568;36885766144
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048009;50368266;count;4086739362;3652692541;2461927869;3804764912;3916895070;3965830370;5141114465;3890866676;4524719195;3464774467;38910324927
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048039;50368267;count;4096569052;3662076718;2471693813;3814478556;3735403093;3975603804;4139140394;3900618448;3626233319;2172103516;35593920713
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048069;50368268;count;4106244447;3681642674;2539989687;3824200041;3754955478;3985390798;4150728015;3910390393;3637077928;2191705380;35782324841
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048099;50368269;count;4135011978;3700927256;2549744784;3762140201;2572119769;3922419834;2577161837;3840940139;3656811939;2211096270;32928374007
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048129;50368270;count;4154216223;3729620446;2477079630;4009368795;3406402058;3951493895;2596553097;3870185045;3676345965;2230445061;34101710215
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048159;50368271;count;2772311590;2448046864;2496087945;2622299169;2562240160;3970892261;2625214926;3889553703;3508754203;2249520374;29144921195
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048189;50368272;count;2801021916;2476884096;2525035035;2641382518;2483935153;4067411597;2654243579;3918176283;3528079754;2278594886;29374764817
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048219;50368273;count;2820043408;2496012113;2544414206;2670418886;2541970443;4018935987;2673205019;3750457754;3557162312;2297993282;29370613410
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048249;50368274;count;2848811047;2524609451;2573173524;2689805528;2531790712;4047864137;2702240987;3779495735;3576182653;2326810204;29600783978
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048279;50368275;count;2877608205;2553446832;2602176544;2718573568;2560873313;4076575947;2730951734;3798579849;3605077324;2355794199;29879657515
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048309;50368276;count;2896464082;2572643839;2630806577;2737855922;2589518339;4095870622;2759979760;3827679222;3624438674;2375051325;30110308362
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048339;50368277;count;2906800221;2581912366;2640525334;2747557231;2599205858;4115229272;2771476846;3836958168;3633750814;2374701966;30208118076
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048369;50368278;count;2925991494;2601516998;2661131575;2766533258;2619592325;4124853309;2781186089;3846648323;3654309956;2394672695;30376436022
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048399;50368279;count;2954668492;2620490898;2680309957;2785792493;2638838280;4143799130;2800544113;3876276640;3673532383;2413791705;30588044091
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048429;50368280;count;2973410981;2639495008;2699286796;2815110151;2657702101;4163038691;2828994014;3895400222;3692937098;2442871173;30808246235
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048459;50368281;count;3002033803;2668136449;2728178972;2834222217;2686638807;4192637216;2857903980;3924126320;3721489226;2461799092;31077166082
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048489;50368282;count;3030651484;2696714944;2747414356;2863038114;2715328320;4211788777;2886720492;3943271999;3740686924;2490652224;31326267634
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048519;50368283;count;3049293526;2715588995;2776181940;2882306976;2734586333;4240649081;2905667516;3971865002;3769558088;2509898778;31555596235
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048549;50368284;count;3077877234;2744302684;2804670003;2910858540;2763104333;4269158944;2944124392;4000754779;3788466985;2538594302;31841912196
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048579;50368285;count;3106309478;2763397822;2833558328;2939655414;2791949925;4288361093;2972686495;4029562076;3817329452;2567376646;32110186729
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048609;50368286;count;3134953078;2791766486;2852478449;2958541847;2820471496;4316907562;2991923114;4048529157;3836202133;2586244870;32338018192
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048639;50368287;count;3163535871;2820156528;2881334519;2987234448;2849227376;4345844605;3030363690;4077424285;3865071508;2614967024;32635159854
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048669;50368288;count;3191880938;2838947215;2910111525;3015842351;2877748124;4374462581;3049300305;4106302050;3893928828;2634037510;32892561427
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048699;50368289;count;3220336416;2867390944;2938899862;3044174088;2906564567;4393287500;3087604610;4134825563;3922542334;2662439989;33178065873
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048729;50368290;count;3248614500;2895858958;2967527694;3072754689;2935229512;4421902698;3116054594;4163476879;3951344770;2691112499;33463876793
Table.TotalDiskSpaceUsed.lucasdb.iot_data_dt;1511048759;50368291;count;3248614500;2905085596;2986379912;3091641370;2954124107;4450306786;3135172731;4182278343;3970499033;2709920392;33634022770
